code,Avregistrerad,Orsak,Land,Luftfartygstyp,Tillverkningsnummer,Tillverkningsår,Max startvikt (kg),Luftvärdighetshandling giltig t.o.m.,Registreringsdatum,owners_amount,owner.type,owner.id,owner.name,owner.address,owner.since
SE-UOV,,,,DG-800B,8-276B184,2002,"525,0",2026-07-06,2008-03-18,1,,,,,
SE-UOX,,,,SCHEMPP-HIRTH-VENTUS-2CT,176,2006,"565,0",2024-04-16,2006-05-18,1,,,,,
SE-UOY,2011-10-10,Exported,Germany,STEMME S10-VT,11-085,2004,"850,0",2012-07-14,2007-06-14,1,,,,,
SE-UOZ,,,,DG-500 ELAN TRAINER,5E106T42,1993,"615,0",2026-02-26,2007-05-11,1,Registrerad ägare,502465.0,Borlänge Flygklubb,Nybrovägen 53 784 63 BORLÄNGE Sweden,2014-05-12
SE-UPA,,,,SCHEMPP-HIRTH-DISCUS CS,018 CS,1991,"525,0",2025-11-27,1997-07-10,1,Registrerad ägare,502529.0,Malmö Segelflygklubb,Snogeholmsvägen 1241-56 275 93 SJÖBO Sweden,2014-03-21
SE-UPB,2009-04-30,Exported,Germany,SCHLEICHER-ASW24E,24810,1989,"500,0",,2005-11-03,1,,,,,
SE-UPC,,,,SCHEMPP-HIRTH-VENTUS-2B,42,1996,"525,0",2026-05-05,1997-04-04,1,,,,,
SE-UPD,2009-04-03,Exported,Germany,SCHLEICHER-ASW24,24089,1990,"525,0",,1990-05-29,2,,,,,
SE-UPE,,,,ROLLADEN-SCHNEIDER-LS6-a,6012,1985,"525,0",2026-04-26,1997-03-24,1,,,,,
SE-UPF,,,,ROLLADEN-SCHNEIDER LS8-18,8166,1997,"525,0",2026-04-25,1998-04-06,1,,,,,
SE-UPG,2011-06-22,Exported,United Kingdom,PIK-20E,20291,1980,"470,0",2011-03-13,2005-05-18,2,,,,,
SE-UPH,,,,DIAMOND-HK36TTC,36.825,2008,"770,0",2026-05-12,2009-01-26,1,Registrerad ägare,502579.0,Stockholms Segelflygklubb,Box 888 101 37 STOCKHOLM Sweden,2022-10-05
SE-UPI,,,,GLASER-DIRKS-DG-600 M,6-45 M3,1990,"525,0",2026-05-05,2000-06-20,2,,,,,
SE-UPK,2008-12-17,Exported,Germany,SCHEMPP-HIRTH-VENTUS C,558,1992,"525,0",,1992-06-09,1,,,,,
SE-UPL,2012-02-22,Exported,Poland,SZD-48-3 JANTAR STANDARD3,B-1364,1984,"540,0",2013-01-15,2005-06-22,1,,,,,
SE-UPM,2009-12-29,Exported,Israel,ROLLADEN-SCHNEIDER LS8-18,8116,1997,"525,0",,2000-05-18,1,Senast registrerad ägare,502982.0,Skövde Flygklubb,Flygplatsen 521 91 Falköping Sweden,2004-11-15
SE-UPN,2012-02-17,Exported,Germany,DG-500 ELAN ORION,5E181X32,1998,"750,0",2012-12-29,1998-04-28,1,Senast registrerad ägare,502550.0,Norrköpings Segelflygklubb,Slakthusvägen 8 602 28 NORRKÖPING Sweden,1998-04-28
SE-UPO,2009-04-29,Exported,United Kingdom,DIAMOND-HK36TTC,36.807,2008,"770,0",2009-08-05,2008-08-06,1,Senast registrerad ägare,502504.0,Kalmar Segelflygklubb,Sweden,2008-09-17
SE-UPP,1994-01-27,Destroyed,,ROLLADEN-SCHNEIDER-LS7,7083,1990,"486,0",,1990-04-05,1,Senast registrerad ägare,502491.0,Göteborgs Segelflygklubb,Sweden,1992-06-24
SE-UPR,,,,SZD-48-3 JANTAR STANDARD3,B-1662,1987,"540,0",2025-10-18,1999-04-29,2,,,,,
SE-UPS,2021-02-10,Exported,Germany,SCHLEICHER-ASK21,21738,2002,"600,0",2021-06-12,2002-04-18,1,Senast registrerad ägare,503117.0,Svenska Segelflygförbundet,Box 750 521 22 FALKÖPING Sweden,2010-04-20
SE-UPT,2019-12-02,Total write-off,,GROB-G103C TWIN III SL,35030,1992,"710,0",2016-04-03,2004-11-24,1,Senast registrerad ägare,502565.0,Segelflygklubben Kiruna,Sweden,2004-11-24
SE-UPU,,,,SCHEMPP-HIRTH-JANUS CM,3,1980,"700,0",2026-05-17,2008-04-22,1,Registrerad ägare,502507.0,Karlskoga Segelflygklubb,Hangarvägen 3B 691 35 KARLSKOGA Sweden,2013-01-17
SE-UPV,2010-03-05,Exported,Hungary,AVIACOM-B1-PW-5,17.04.021,1996,"300,0",,1997-04-02,1,Senast registrerad ägare,502465.0,Borlänge Flygklubb,Nybrovägen 53 784 63 BORLÄNGE Sweden,1997-04-02
SE-UPX,2019-03-05,Exported,Germany,SCHEMPP-HIRTH-VENTUS-2A,164,2005,"525,0",2020-03-18,2005-04-08,1,,,,,
SE-UPZ,,,,DG-1000S,10-48S47,2004,"750,0",2026-01-26,2004-08-06,1,Registrerad ägare,502579.0,Stockholms Segelflygklubb,Box 888 101 37 STOCKHOLM Sweden,2004-08-06
SE-URA,2013-12-30,Exported,Norway,SCHEMPP-HIRTH-DUO DISCUS T,87,2003,"700,0",2014-02-18,2007-02-13,1,Senast registrerad ägare,529603.0,GARDERMOEN SEILFLYKLUBB,Postboks 17 NO-2027 KJELLER Norway,2013-09-09
SE-URB,2007-11-08,Exported,Norway,ROLLADEN-SCHNEIDER-LS4,4415,1984,"472,0",,1997-03-24,1,,,,,
SE-URC,2005-05-11,Exported,Germany,GROB-G103C TWIN III ACRO,34173,1992,"600,0",,2002-03-27,1,Senast registrerad ägare,504490.0,Älvsby Flyg AB,Box 127 971 04 LULEÅ Sweden,2002-03-27
SE-URD,,,,SCHLEICHER-ASW28-18E,28746,2006,"575,0",2026-04-20,2006-12-01,1,,,,,
SE-URE,2010-06-14,Exported,Germany,GLASFLÜGEL-304C,49-C,2001,"450,0",,2003-03-06,1,Senast registrerad ägare,504490.0,Älvsby Flyg AB,Box 127 971 04 LULEÅ Sweden,2003-03-06
SE-URF,,,,DG-1000S,10-62S57,2005,"750,0",2026-04-12,2005-06-07,1,Registrerad ägare,502595.0,Torsby Flygklubb,Bergebyvägen 49 685 93 TORSBY Sweden,2010-07-05
SE-URG,2025-04-22,Exported,Netherlands,DIAMOND-HK36TC,36.716,2002,"770,0",2025-06-30,2009-03-11,1,Senast registrerad ägare,502630.0,Östra Sörmlands Flygklubb,Box 78 646 21 GNESTA Sweden,2016-06-22
SE-URH,,,,"MDM-1 ""FOX""",226,1998,"530,0",2018-03-26,1999-05-31,1,,,,,
SE-URI,2008-01-03,Exported,Slovakia,SCHEMPP-HIRTH-DUO DISCUS,16,1994,"700,0",,1994-06-23,1,Senast registrerad ägare,504808.0,Acenet AB,Inteckningsvägen 89 129 31 HÄGERSTEN Sweden,2006-12-01
SE-URK,2012-06-18,Exported,Germany,SCHLEICHER-ASW24,24166,1992,"500,0",2013-01-30,1992-05-25,1,,,,,
SE-URL,,,,SCHEMPP-HIRTH-VENTUS-2CM,126,2002,"525,0",2023-07-10,2003-05-28,1,,,,,
SE-URM,,,,ROLLADEN-SCHNEIDER LS8-18,8207,1998,"525,0",2026-04-12,2006-04-03,1,,,,,
SE-URN,,,,DIAMOND-HK36TTC,36.827,2008,"770,0",2026-04-12,2009-03-10,1,Registrerad ägare,502595.0,Torsby Flygklubb,Bergebyvägen 49 685 93 TORSBY Sweden,2009-09-21
SE-URO,,,,ROLLADEN-SCHNEIDER LS8-18,8452,2002,"525,0",2026-02-09,2003-03-06,1,Registrerad ägare,502515.0,Landskrona Flygklubb,Box 92 261 22 LANDSKRONA Sweden,2003-03-06
SE-URP,2016-02-08,Exported,United States of America,GROB-G103A TWIN II ACRO,3546,1980,"580,0",2011-06-07,2007-10-11,1,,,,,
SE-URR,1999-02-02,Exported,Germany,ROLLADEN-SCHNEIDER-LS6-c,6265,1992,"525,0",,1992-08-28,3,,,,,
SE-URS,,,,SCHEMPP-HIRTH-DUO DISCUS T,180,2008,"750,0",2026-03-21,2008-07-03,1,Registrerad ägare,502535.0,Motala Flygklubb,Skärstad Nedre Bostället 425 591 94 MOTALA Sweden,2012-01-09
SE-URT,2022-09-14,Destroyed,,DIAMOND-HK36TC,36.829,2008,"770,0",2022-06-05,2008-10-14,1,Senast registrerad ägare,502602.0,Varbergs Flygklubb,Getterövägen 2 432 93 VARBERG Sweden,2008-10-21
SE-URU,,,,SCHEMPP-HIRTH-VENTUS a/16.6,23,1981,"500,0",2026-04-27,2008-06-27,1,,,,,
SE-URV,,,,SCHLEICHER-ASW20L,20609,1980,"454,0",2026-04-12,2008-05-23,1,,,,,
SE-URX,2023-01-02,Exported,Germany,SCHEMPP-HIRTH-JANUS B,80,1979,"620,0",2023-12-17,1999-06-24,1,Senast registrerad ägare,502567.0,Siljansnäs Flygklubb,Vindmyrevägen 7 793 60 SILJANSNÄS Sweden,1999-06-24
SE-URY,2010-10-05,Exported,Germany,SCHEMPP-HIRTH-VENTUS-2CM,156,2005,"565,0",,2005-03-01,1,,,,,
SE-URZ,2007-01-22,Non-airworthy,,SCHLEICHER-ASW20,20147,1979,"454,0",,1997-05-12,1,,,,,
SE-USA,2000-03-22,Exported,United Kingdom,ROLLADEN-SCHNEIDER LS8-a,8102,1996,"525,0",,1997-02-26,1,,,,,
SE-USB,,,,SCHLEICHER-ASW27,27204,2003,"500,0",2026-04-05,2003-06-10,1,Registrerad ägare,502477.0,Eskilstuna Flygklubb,Ekeby Flygfält 632 23 ESKILSTUNA Sweden,2006-10-18
SE-USC,,,,SCHEIBE-SF25C,4207,1972,"580,0",2014-08-12,2012-11-08,1,,,,,
SE-USD,,,,ROLLADEN-SCHNEIDER LS8-a,8243,1999,"525,0",2025-11-09,1999-04-29,3,,,,,
SE-USE,2009-11-16,Exported,France,ROLLADEN-SCHNEIDER LS8-18,8128,1997,"525,0",,1997-05-15,1,,,,,
SE-USF,2025-01-23,Exported,Denmark,ROLLADEN-SCHNEIDER LS8-a,8131,1997,"525,0",2025-05-16,1997-05-21,1,Senast registrerad ägare,502502.0,Jönköpings Segelflygklubb,Bogla 49 560 29 TENHULT Sweden,1998-05-13
SE-USG,,,,SCHLEICHER-ASK21,21788,2004,"600,0",2026-01-26,2005-03-01,1,Registrerad ägare,502579.0,Stockholms Segelflygklubb,Box 888 101 37 STOCKHOLM Sweden,2005-03-01
SE-USH,2019-08-13,Exported,United Kingdom,SCHLEICHER-ASK21Mi,21863,2009,"705,0",2020-03-13,2010-01-04,1,,,,,
SE-USI,,,,ROLLADEN-SCHNEIDER-LS4,4553,1986,"472,0",2026-04-12,2004-02-04,1,Registrerad ägare,502495.0,Herrljunga Flygklubb,Sweden,2005-03-23
SE-USK,2010-02-19,Exported,Germany,ROLLADEN-SCHNEIDER LS8-18,8238,1999,"525,0",,2002-04-05,1,,,,,
SE-USL,2014-10-13,Exported,Hungary,SCHEMPP-HIRTH-MINI-NIMBUS C,159,1981,"500,0",2015-06-04,2010-03-18,1,,,,,
SE-USM,,,,GROB-G109,6150,1983,"825,0",2025-07-21,2009-04-24,1,Registrerad ägare,668430.0,Natteki AB,Kungsvägen 47 593 70 Ankarsrum Sweden,2021-10-22
SE-USN,2019-11-20,Total write-off,,SCHEIBE-SF25C,44342,1984,"650,0",2019-05-15,2010-06-07,1,Senast registrerad ägare,502602.0,Varbergs Flygklubb,Getterövägen 2 432 93 VARBERG Sweden,2010-06-07
SE-USO,,,,ALPLA-WERKE-AVO68R,018R,1977,"685,0",2026-05-05,2010-05-10,1,Registrerad ägare,503458.0,Avesta Segelflygklubb,Rembo 25 774 92 AVESTA Sweden,2010-05-10
SE-USP,2012-05-02,Exported,Germany,LS8-t,8478,2003,"525,0",2013-03-27,2003-08-06,1,,,,,
SE-USS,2002-04-24,Exported,Germany,IS-28 B2,358,1992,"590,0",,1994-05-04,1,Senast registrerad ägare,502627.0,Mellansels Flygklubb,Sweden,1999-06-07
SE-UST,,,,DG-800B,8-75B16,1995,"525,0",2026-06-08,2009-04-07,3,,,,,
SE-USU,2018-06-08,Exported,Poland,SCHEIBE-SF25C,44489,1990,"580,0",2018-06-03,2011-05-19,1,Senast registrerad ägare,502982.0,Skövde Flygklubb,Flygplatsen 521 91 Falköping Sweden,2011-05-19
SE-USV,,,,ROLLADEN-SCHNEIDER-LS3-17,3146,1979,"472,0",2026-03-31,2009-03-05,2,,,,,
SE-USX,2010-10-11,Exported,Germany,ROLLADEN-SCHNEIDER-LS4,4611,1987,"472,0",2009-05-05,2008-05-07,1,,,,,
SE-USY,,,,VALENTIN TAIFUN 17 E II,1114,1988,"850,0",2026-06-29,2019-12-09,1,Registrerad ägare,538803.0,KNOX Flyers,Sweden,2019-12-09
SE-USZ,2017-10-05,Exported,Germany,SCHEMPP-HIRTH-VENTUS b/16.6,223,1985,"500,0",2018-06-09,2005-03-24,1,,,,,
SE-UTA,,,,SCHEMPP-HIRTH-DISCUS-2T,8,2001,"521,0",2026-05-12,2002-07-01,1,,,,,
SE-UTB,2016-03-29,Exported,Germany,SCHLEICHER-ASW20BL-TOP,20955,1988,"407,0",2016-05-18,2007-07-27,2,,,,,
SE-UTC,2020-03-05,Exported,Germany,SCHLEICHER-ASW27,27003,1996,"500,0",2020-05-26,1997-06-11,1,,,,,
SE-UTD,,,,NIMBUS-2B,159,1977,"580,0",2022-06-03,2004-03-24,1,,,,,
SE-UTE,,,,SCHEMPP-HIRTH-VENTUS-2A,15,1995,"525,0",2026-07-19,1996-04-24,1,,,,,
SE-UTF,,,,SLINGSBY T.59.F,1762,1972,"472,0",2016-12-29,1998-06-22,1,,,,,
SE-UTG,,,,SCHEMPP-HIRTH-DUO DISCUS T,30,2001,"700,0",2026-03-17,2002-07-19,1,Registrerad ägare,502521.0,Ljungbyheds Flygklubb,Bonnarp 689 B 264 53 LJUNGBYHED Sweden,2020-01-29
SE-UTH,,,,SCHLEICHER-ASH26E,26063,1995,"525,0",2026-02-20,2006-04-11,1,,,,,
SE-UTI,2025-03-05,Total write-off,,MOSQUITO,25,1977,"450,0",2025-04-06,1996-05-21,1,,,,,
SE-UTK,2008-04-11,Exported,Germany,SCHLEICHER-ASH26E,26188,2002,"525,0",,2004-06-03,1,Senast registrerad ägare,503418.0,Västerås Team AG,Kulstötargatan 54 722 40 VÄSTERÅS Sweden,2004-06-03
SE-UTL,,,,SCHLEICHER-ASK21,21655,1997,"600,0",2026-03-21,1997-07-10,1,Registrerad ägare,502535.0,Motala Flygklubb,Skärstad Nedre Bostället 425 591 94 MOTALA Sweden,2003-05-15
SE-UTM,2013-03-06,Exported,Germany,DG-1000T,10-93T27,2006,"750,0",2011-05-29,2007-02-13,1,Senast registrerad ägare,502513.0,Kronobergs Segelflygklubb,Kronobergsheds Flygfält 1 342 63 MOHEDA Sweden,2007-08-14
SE-UTN,2015-02-09,Exported,United Kingdom,SCHEMPP-HIRTH-VENTUS-2B,33,1997,"525,0",2015-03-06,2004-04-01,1,,,,,
SE-UTO,,,,SCHLEICHER-ASW27,27020,1996,"500,0",2026-03-01,1997-06-11,3,,,,,
SE-UTP,2000-01-13,Exported,Norway,ROLLADEN-SCHNEIDER LS8-a,8010,1995,"525,0",,1999-05-31,2,,,,,
SE-UTR,,,,SCHEMPP-HIRTH-VENTUS-2CT,150,2005,"565,0",2026-04-01,2005-07-13,1,Registrerad ägare,706256.0,Luftsportverein Rinteln e. V.,Postfach 1770 DE-31727 Rinteln Germany,2023-08-23
SE-UTS,,,,DG-1000S,10-9S9,2002,"750,0",2026-01-12,2007-03-21,1,Registrerad ägare,502515.0,Landskrona Flygklubb,Box 92 261 22 LANDSKRONA Sweden,2007-03-21
SE-UTT,2010-03-24,Exported,Finland,SCHEMPP-HIRTH-DISCUS 2B,40,1999,"525,0",,2000-03-23,1,,,,,
SE-UTU,,,,SCHEMPP-HIRTH-DISCUS 2B,42,1999,"525,0",2026-04-01,2007-05-16,1,Registrerad ägare,502519.0,Linköpings Segelflygklubb,Sweden,2007-05-16
SE-UTV,,,,DG-500 ELAN TRAINER,5E54T21,1992,"615,0",2025-09-28,2005-04-04,1,Registrerad ägare,502502.0,Jönköpings Segelflygklubb,Bogla 49 560 29 TENHULT Sweden,2005-04-04
SE-UTX,,,,SCHEMPP-HIRTH-DUO DISCUS T,29,2001,"700,0",2026-01-26,2001-06-28,1,Registrerad ägare,502579.0,Stockholms Segelflygklubb,Box 888 101 37 STOCKHOLM Sweden,2008-04-07
SE-UTY,2004-10-15,Exported,Canada,SCHEMPP-HIRTH-VENTUS-2CM,102,2001,"525,0",,2001-04-23,2,,,,,
SE-UTZ,2010-11-09,Exported,Czech Republic,SCHEMPP-HIRTH-VENTUS CT,77,1986,"500,0",,1999-05-31,1,,,,,
SE-UUA,,,,SCHLEICHER-ASW27-18E,29529,2007,"600,0",2026-04-11,2008-03-20,1,,,,,
SE-UUB,2020-11-24,Exported,Germany,SCHEMPP-HIRTH-JANUS C,112,1980,"700,0",2016-04-01,2007-08-09,1,,,,,
SE-UUC,2011-04-11,Exported,Finland,SCHEMPP-HIRTH-VENTUS-2B,98,2000,"525,0",2011-03-16,2008-03-06,2,,,,,
SE-UUD,2018-02-06,Exported,Netherlands,GROB-G109,6033,1981,"825,0",2018-01-14,2008-07-31,1,Senast registrerad ägare,502607.0,Västerdalarnas Flygklubb,Flygfältsvägen 18 786 71 DALA-JÄRNA Sweden,2008-07-31
SE-UUE,,,,SCHEMPP-HIRTH-DISCUS b,26,1985,"525,0",2026-04-25,2009-03-04,3,,,,,
SE-UUF,2014-12-19,Exported,Norway,SCHLEICHER-ASW20,20441,1981,"454,0",2015-11-30,2008-04-24,1,,,,,
SE-UUG,,,,SCHLEICHER-ASW27-18E,29516,2007,"600,0",2026-07-19,2008-06-03,1,,,,,
SE-UUH,2016-11-09,Exported,Germany,SCHLEICHER-ASK21Mi,21847,2009,"705,0",2016-09-19,2009-04-15,1,Senast registrerad ägare,503358.0,Kristianstad Segelflygklubb,Sweden,2009-04-15
SE-UUI,,,,LS8-t,8515,2006,"575,0",2026-04-12,2007-03-14,1,,,,,
SE-UUJ,2010-04-26,Exported,France,PZL-PW-6U,78.03.09,2003,"546,0",2010-04-30,2010-02-17,1,Senast registrerad ägare,502595.0,Torsby Flygklubb,Bergebyvägen 49 685 93 TORSBY Sweden,2010-02-17
SE-UUK,2017-03-27,Exported,Poland,DG-300 ELAN,3E31,1984,"450,0",2018-01-15,2010-04-13,1,,,,,
SE-UUL,2021-04-15,Exported,Lithuania,LAK-17AT,138,2003,"500,0",2021-03-17,2009-04-28,1,,,,,
SE-UUM,2015-01-19,Exported,Germany,DG-400,4-235,1998,"480,0",2015-07-28,2010-05-19,1,Senast registrerad ägare,502982.0,Skövde Flygklubb,Flygplatsen 521 91 Falköping Sweden,2010-05-19
SE-UUN,,,,NIMBUS-3/24.5,38,1983,"750,0",2016-05-01,2010-05-25,5,,,,,
SE-UUO,2021-10-26,Exported,Germany,SCHLEICHER-ASW20,20001,1977,"454,0",2020-04-11,2012-11-22,1,,,,,
SE-UUP,2011-03-18,Exported,Poland,ROLLADEN-SCHNEIDER-LS6-c18,6370,1996,"525,0",,2008-05-29,1,,,,,
SE-UUR,2011-12-28,Exported,Germany,SCHEMPP-HIRTH-VENTUS-2CM,235,2010,"600,0",2011-03-22,2010-03-31,1,,,,,
SE-UUS,2015-03-30,Exported,Germany,NIMBUS-3T,16,1985,"750,0",,2012-03-16,1,,,,,
SE-UUT,,,,PIK-20D,20624,1978,"450,0",2015-04-02,2009-07-08,1,,,,,
SE-UUU,2013-10-03,Exported,Germany,DG-1000T,10-74T13,2006,"750,0",2013-04-08,2006-06-22,1,Senast registrerad ägare,502477.0,Eskilstuna Flygklubb,Ekeby Flygfält 632 23 ESKILSTUNA Sweden,2006-06-22
SE-UUV,2016-04-13,Exported,Poland,ROLLADEN-SCHNEIDER-LS6-a,6015,1985,"525,0",2014-03-16,2007-08-01,1,,,,,
SE-UUX,2023-09-18,Exported,Slovenia,SCHLEICHER-ASK21Mi,21823,2007,"705,0",2024-04-01,2011-02-24,1,Senast registrerad ägare,502477.0,Eskilstuna Flygklubb,Ekeby Flygfält 632 23 ESKILSTUNA Sweden,2011-02-24
SE-UUY,,,,SCHEMPP-HIRTH-DUO DISCUS,225,1999,"700,0",2026-05-17,2012-08-27,1,Registrerad ägare,502630.0,Östra Sörmlands Flygklubb,Box 78 646 21 GNESTA Sweden,2012-08-27
SE-UUZ,,,,SCHLEICHER-ASW22,22037,1982,"750,0",2026-05-25,2009-05-19,3,,,,,
SE-UVA,2019-10-22,Exported,Germany,LS10-st,L10-018,2009,"600,0",2020-10-15,2010-03-29,1,,,,,
SE-UVB,,,,PIK-20EII,20290,1980,"470,0",2021-06-29,2011-12-06,3,,,,,
SE-UVC,,,,STEMME S10-VT,11-053,2000,"850,0",2019-08-07,2012-08-23,1,,,,,
SE-UVD,,,,SCHLEICHER-ASW20,20299,1980,"454,0",2026-05-25,2012-03-22,1,,,,,
SE-UVE,2017-10-04,Exported,Denmark,SCHEMPP-HIRTH-JANUS CM,25,1986,"725,0",2018-07-26,2013-03-15,1,Senast registrerad ägare,502982.0,Skövde Flygklubb,Flygplatsen 521 91 Falköping Sweden,2013-03-15
SE-UVF,,,,ROLLADEN-SCHNEIDER LS8-18,8037,1995,"525,0",2026-08-19,2014-03-21,1,,,,,
SE-UVG,,,,SCHEMPP-HIRTH-DUO DISCUS,198,1999,"700,0",2026-04-06,2012-06-28,1,Registrerad ägare,502455.0,Arboga Flygklubb,Sweden,2012-06-28
SE-UVH,,,,SCHLEICHER-ASH26E,26115,1996,"525,0",2026-05-27,2014-05-16,2,,,,,
SE-UVI,,,,DG-500M,SE5OM22,1992,"825,0",2026-05-10,2012-05-04,1,Registrerad ägare,502550.0,Norrköpings Segelflygklubb,Slakthusvägen 8 602 28 NORRKÖPING Sweden,2012-05-04
SE-UVJ,,,,SZD-59 ACRO,590.A.05.005,2005,"540,0",2026-06-21,2012-11-26,2,,,,,
SE-UVK,,,,ROLLADEN-SCHNEIDER-LS7-WL,7012,1988,"486,0",2026-03-21,2012-05-11,1,Registrerad ägare,502535.0,Motala Flygklubb,Skärstad Nedre Bostället 425 591 94 MOTALA Sweden,2023-11-09
SE-UVL,,,,SCHEMPP-HIRTH-DUO DISCUS T,274,2016,"750,0",2026-02-16,2016-04-08,1,Registrerad ägare,505130.0,Segelflygarna Uppsala Flygklubb,Sundbro 425 740 22 BÄLINGE Sweden,2016-04-08
SE-UVM,,,,SCHEMPP-HIRTH-MINI-NIMBUS C,100,1979,"500,0",2026-07-08,2010-04-27,1,,,,,
SE-UVN,,,,DIAMOND-HK36TS,36506,1996,"770,0",2025-04-12,2016-06-14,1,Registrerad ägare,502488.0,Gotlands Flygklubb,Hangarvägen 6 621 41 Visby Sweden,2016-06-14
SE-UVO,,,,SCHLEICHER-ASK21,21691,1999,"600,0",2026-04-30,2015-06-11,1,Registrerad ägare,502491.0,Göteborgs Segelflygklubb,Sweden,2015-06-11
SE-UVP,,,,SCHLEICHER-ASK21,21634,1995,"600,0",2026-04-26,2013-05-06,1,Registrerad ägare,502564.0,Segelflygklubben i Karlstad,Sweden,2013-05-06
SE-UVR,2017-01-30,Exported,Germany,SCHLEICHER-ASH25M,25219,2000,"750,0",2016-05-11,2011-03-16,1,Senast registrerad ägare,505064.0,Driftsäkerhet & Utbildning i Sandviken AB,Hellmansvägen 16 812 90 STORVIK Sweden,2015-02-19
SE-UVS,,,,GROB-G109B,6428,1986,"850,0",2025-08-03,2015-07-10,1,Registrerad ägare,502494.0,Halmstad Segelflygklubb,Gamla Kustvägen 2 302 41 HALMSTAD Sweden,2015-07-10
SE-UVT,2015-11-27,Exported,Czech Republic,DG-400,4-177,1986,"480,0",2015-11-22,2013-10-08,1,,,,,
SE-UVU,,,,DG-808C,8-360B259X24,2006,"600,0",2026-05-10,2010-12-20,1,,,,,
SE-UVV,,,,DG-500 ELAN ORION,5E245X77,2004,"750,0",2026-03-29,2015-02-17,1,Registrerad ägare,502519.0,Linköpings Segelflygklubb,Sweden,2015-02-17
SE-UVX,,,,SCHEMPP-HIRTH-VENTUS-2CM,240,2010,"600,0",2025-11-30,2010-05-04,1,,,,,
SE-UVY,,,,SCHLEICHER-ASH31Mi,31090,2013,"700,0",2026-04-09,2013-04-16,2,,,,,
SE-UVZ,2020-11-18,Exported,Belgium,SCHLEICHER-ASW27-18E,29643,2012,"600,0",2021-05-10,2012-05-02,1,,,,,
SE-UXA,2019-11-18,Exported,Germany,SCHEMPP-HIRTH-STANDARD CIRRUS,258,1972,"390,0",2019-03-17,2015-12-23,1,,,,,
SE-UXB,,,,"RF 5 B ""Sperber""",1005,1976,"700,0",,2016-09-06,1,,,,,
SE-UXC,2022-12-05,Exported,Finland,ROLLADEN-SCHNEIDER-LS7-WL,7117,1990,"486,0",2023-06-12,2017-02-01,1,,,,,
SE-UXD,,,,SCHLEICHER-ASW15B,15330,1974,"408,0",2021-02-06,2017-01-26,1,Registrerad ägare,502630.0,Östra Sörmlands Flygklubb,Box 78 646 21 GNESTA Sweden,2017-01-26
SE-UXE,,,,DG-1000M,10-162M11,2011,"790,0",2026-04-19,2019-02-14,1,Registrerad ägare,502522.0,Ljusdals Flygklubb,Forsnäset Färilavägen 40 827 94  LJUSDAL Sweden,2019-02-14
SE-UXF,,,,SCHEMPP-HIRTH-DUO DISCUS T,252,2014,"750,0",2026-03-18,2014-02-28,3,,,,,
SE-UXG,,,,JS-MD 3,3.MD087,2020,"600,0",2026-04-02,2020-09-18,1,,,,,
SE-UXK,,,,SCHEMPP-HIRTH-DISCUS-2CT,85,2009,"565,0",2026-05-04,2022-02-22,1,Registrerad ägare,502477.0,Eskilstuna Flygklubb,Ekeby Flygfält 632 23 ESKILSTUNA Sweden,2022-02-22
SE-UXL,,,,NIMBUS-4DM,50,2002,"820,0",2025-10-14,2010-12-06,2,,,,,
SE-UXP,,,,SCHEMPP-HIRTH-ARCUS M,140,2016,"800,0",2024-04-12,2016-05-03,1,Registrerad ägare,688635.0,Leistungsfluggemeinschaft Lippe e.V.,Ortsstraße 1 DE-32107 Bad Salzuflen Germany,2022-10-07
SE-UXR,,,,JS-MD 3 RES,3.MD.141,2022,"600,0",2026-08-03,2023-07-11,1,,,,,
SE-UXX,,,,BINDER-ASH25EB,25190,1996,"750,0",2026-04-28,2012-02-17,1,,,,,
SE-UYA,2020-11-18,Total write-off,,SCHEMPP-HIRTH-ARCUS M,38,2012,"800,0",2021-05-04,2014-04-01,1,Senast registrerad ägare,502625.0,Örebro Segelflygklubb,"Flygfältsvägen 3, Örebro flygplats 705 94 ÖREBRO Sweden",2015-02-10
SE-UYB,,,,SCHEMPP-HIRTH-ARCUS M,41,2012,"800,0",2026-05-31,2014-04-01,1,Registrerad ägare,502479.0,Falbygdens Flygklubb,Falköpings Flygplats 521 91 FALKÖPING Sweden,2014-12-15
SE-UYC,,,,SCHEMPP-HIRTH-DUO DISCUS T,281,2016,"750,0",2026-05-19,2017-01-12,1,Registrerad ägare,502982.0,Skövde Flygklubb,Flygplatsen 521 91 Falköping Sweden,2022-11-28
SE-UYD,,,,DG-300 ELAN,3E209,1986,"525,0",2025-09-11,2017-08-16,1,,,,,
SE-UYE,,,,GROB-G103C TWIN III SL,35037,1992,"710,0",2025-09-11,2018-03-08,1,Registrerad ägare,502565.0,Segelflygklubben Kiruna,Sweden,2018-03-08
SE-UYF,,,,GROB-G109B,6333,1984,"850,0",2025-09-11,2018-06-19,1,Registrerad ägare,502619.0,Älvsby Flygklubb,Sweden,2018-06-19
SE-UYG,,,,SCHEMPP-HIRTH-VENTUS-2CM,279,2014,"600,0",2026-04-04,2014-12-08,1,,,,,
SE-UYH,,,,SCHEMPP-HIRTH-DUO DISCUS,211,1999,"700,0",2026-03-29,2015-03-25,1,Registrerad ägare,502517.0,Lidköpings Flygklubb,Hovby Flygplats 4 531 92 LIDKÖPING Sweden,2015-03-25
